schoolid,schoolname,calendaryear,sprfactotal,sprftfactotal,sprftfacother,spradminfactotal,sprptfactotal,fallfactotal,fallftfactotal,fallftfacother,falladminfactotal,fallptfactotal,sprfacmen,sprftfacmen,sprotherftfacmen,spradminfacmen,sprptfacmen,fallfacmen,fallftfacmen,fallotherftfacmen,falladminfacmen,fallptfacmen,sprfacwomen,sprftfacwomen,sprotherftfacwomen,spradminfacwomen,sprptfacwomen,fallfacwomen,fallftfacwomen,fallotherftfacwomen,falladminfacwomen,fallptfacwomen,fallfacother,sprfacother,fallfacminority,sprfacminority,fallftfacminority,sprftfacminority,fallotherftfacminority,sprotherftfacminority,falladminfacother,spradminfacother,falladminfacminority,spradminfacminority,fallptfacminority,sprptfacminority,fallptfacother,sprptfacother
00244000,University of Mississippi,2013,64,28,1,13,22,54,29,2,14,9,40,19,1,4,16,31,17,2,6,6,24,9,0,9,6,23,12,0,8,3,,,5,5,4,3,0,0,,,1,1,0,1,,
00244000,University of Mississippi,2014,79,29,,12,38,51,30,,11,10,48,18,,4,26,27,18,,4,5,31,11,,8,12,24,12,,7,5,0,0,5,8,4,4,,,0,0,1,1,0,3,0,0
00244000,University of Mississippi,2015,60,32,0,12,16,67,25,0,13,29,33,20,,4,9,35,14,,4,17,27,12,,8,7,32,11,,9,12,0,0,7,5,4,4,,,0,0,1,1,2,0,0,0
00244000,University of Mississippi,2016,53,29,0,13,11,70,26,0,13,31,28,17,,4,7,41,16,,4,21,25,12,,9,4,29,10,,9,10,0,0,7,5,4,4,,,0,0,1,1,2,0,0,0
00250609,Saint Louis University,2011,133,51,13,15,54,128,55,10,16,47,68,28,1,5,34,67,32,1,5,29,65,23,12,10,20,61,23,9,11,18,,,13,11,8,6,0,1,,,1,1,4,3,,
00250609,Saint Louis University,2012,128,49,10,15,54,116,49,8,13,46,66,29,1,5,31,59,28,0,4,27,62,20,9,10,23,57,21,8,9,19,,,12,11,7,6,0,0,,,1,1,4,4,,
00250609,Saint Louis University,2013,129,48,11,15,55,112,40,10,13,49,66,28,1,4,33,59,24,0,4,31,63,20,10,11,22,53,16,10,9,18,,,9,12,4,8,0,0,,,1,1,4,3,,
00250609,Saint Louis University,2014,121,52,,15,54,96,46,,13,37,63,24,,5,34,50,21,,5,24,58,28,,10,20,46,25,,8,13,0,0,6,8,3,3,,,0,0,1,1,2,4,0,0
00250609,Saint Louis University,2015,97,45,0,15,37,93,45,0,13,35,54,21,,5,28,48,20,,4,24,43,24,,10,9,45,25,,9,11,0,0,6,11,2,3,,,0,0,2,2,2,6,0,0
00250609,Saint Louis University,2016,87,44,0,16,27,70,34,0,13,23,43,21,,4,18,39,15,,4,20,44,23,,12,9,31,19,,9,3,0,0,7,11,2,3,,,0,0,3,3,2,5,0,0
00251600,University of Missouri,2011,57,28,0,9,20,49,28,0,10,11,37,19,0,6,12,32,18,0,7,7,20,9,0,3,8,17,10,0,3,4,,,4,6,2,3,0,0,,,2,3,0,0,,
00251600,University of Missouri,2012,52,27,0,8,17,54,26,0,8,20,35,18,0,7,10,35,18,0,7,10,17,9,0,1,7,19,8,0,1,10,,,5,3,4,2,0,0,,,1,1,0,0,,
00251600,University of Missouri,2013,49,27,2,8,12,56,32,1,9,14,34,19,1,7,7,35,19,0,7,9,15,8,1,1,5,21,13,1,2,5,,,4,5,3,3,0,1,,,1,1,0,0,,
00251600,University of Missouri,2014,53,31,,8,14,47,31,,10,6,33,19,,6,8,30,19,,7,4,20,12,,2,6,17,12,,3,2,0,0,4,5,3,3,,,0,0,1,1,0,1,0,0
00251600,University of Missouri,2015,56,29,0,10,17,48,30,0,11,7,38,18,,6,14,30,17,,9,4,18,11,,4,3,18,13,,2,3,0,0,4,4,2,3,,,0,0,2,1,0,0,0,0
00251600,University of Missouri,2016,60,30,0,11,19,50,32,0,10,8,41,16,,9,16,32,17,,9,6,19,14,,2,3,18,15,,1,2,0,0,4,3,2,1,,,0,0,2,2,0,0,0,0
00251800,University of Missouri-Kansas City,2011,75,28,4,9,34,60,31,6,9,14,50,15,3,5,27,39,20,3,5,11,25,13,1,4,7,21,11,3,4,3,,,3,4,2,4,1,0,,,0,0,0,0,,
00251800,University of Missouri-Kansas City,2012,80,27,7,13,33,66,27,9,12,18,51,17,2,5,27,38,16,5,4,13,29,10,5,8,6,28,11,4,8,5,,,5,4,3,2,1,1,,,1,1,0,0,,
00251800,University of Missouri-Kansas City,2013,91,26,9,13,43,82,27,9,11,35,59,15,4,5,35,52,17,5,4,26,32,11,5,8,8,30,10,4,7,9,,,5,6,3,3,0,1,,,1,1,1,1,,
00251800,University of Missouri-Kansas City,2014,79,32,,14,33,81,30,,12,39,48,18,,7,23,51,16,,6,29,31,14,,7,10,30,14,,6,10,0,0,6,6,3,3,,,0,0,1,1,2,2,0,0
00251800,University of Missouri-Kansas City,2015,73,29,0,12,32,75,33,0,12,30,42,17,,6,19,46,17,,7,22,31,12,,6,13,29,16,,5,8,0,0,6,5,5,3,,,0,0,0,1,1,1,0,0
00251800,University of Missouri-Kansas City,2016,90,29,0,14,47,74,30,0,15,29,48,15,,7,26,44,17,,8,19,42,14,,7,21,30,13,,7,10,0,0,5,9,4,5,,,0,0,0,0,1,4,0,0
00252000,Washington University,2011,161,63,0,14,84,158,67,0,14,77,105,30,0,7,68,96,33,0,7,56,56,33,0,7,16,62,34,0,7,21,,,19,14,10,6,0,0,,,1,1,8,7,,
00252000,Washington University,2012,173,63,4,14,92,165,66,4,14,81,108,29,4,7,68,103,31,4,7,61,65,34,0,7,24,62,35,0,7,20,,,21,19,11,11,0,0,,,1,1,9,7,,
00252000,Washington University,2013,195,65,4,16,110,150,61,4,13,72,123,31,4,7,81,93,29,3,7,54,72,34,0,9,29,57,32,1,6,18,,,19,17,9,9,1,0,,,1,1,8,7,,
00252000,Washington University,2014,195,67,,15,113,159,62,,14,83,129,35,,5,89,91,32,,4,55,66,32,,10,24,68,30,,10,28,0,0,23,19,7,10,,,0,0,3,2,13,7,0,0
00252000,Washington University,2015,187,66,0,16,105,154,63,0,16,75,114,34,,4,76,89,34,,4,51,73,32,,12,29,65,29,,12,24,0,0,20,19,8,7,,,0,0,4,4,8,8,0,0
00252000,Washington University,2016,179,61,0,15,103,141,64,0,16,61,104,32,,3,69,80,34,,5,41,75,29,,12,34,61,30,,11,20,0,0,22,20,10,8,,,0,0,3,4,9,8,0,0
00253600,University of Montana,2011,37,14,0,7,16,34,14,0,6,14,22,7,0,4,11,19,8,0,3,8,15,7,0,3,5,15,6,0,3,6,,,2,4,2,4,0,0,,,0,0,0,0,,
00253600,University of Montana,2012,42,12,1,8,21,29,14,1,6,8,24,6,1,3,14,18,7,1,2,8,18,6,0,5,7,11,7,0,4,0,,,2,4,2,2,0,0,,,0,0,0,2,,
00253600,University of Montana,2013,38,14,1,5,18,32,15,0,5,12,23,7,1,2,13,15,6,0,2,7,15,7,0,3,5,17,9,0,3,5,,,3,2,2,1,0,0,,,0,0,1,1,,
00253600,University of Montana,2014,30,11,,3,16,30,12,,4,14,17,5,,1,11,15,5,,2,8,13,6,,2,5,15,7,,2,6,0,0,2,3,1,2,,,0,0,0,0,1,1,0,0
00253600,University of Montana,2015,34,11,0,4,19,29,13,0,5,11,18,6,,2,10,14,6,,2,6,16,5,,2,9,15,7,,3,5,0,0,3,5,2,1,,,0,0,1,1,0,3,0,0
00253600,University of Montana,2016,40,11,0,4,25,29,13,0,6,10,21,6,,2,13,14,5,,4,5,19,5,,2,12,15,8,,2,5,0,0,4,7,2,3,,,0,0,1,0,1,4,0,0
00254200,Creighton University,2011,58,21,2,11,24,58,23,1,11,23,40,14,2,8,16,37,16,1,8,12,18,7,0,3,8,21,7,0,3,11,,,4,5,3,3,0,0,,,1,1,0,1,,
00254200,Creighton University,2012,54,22,1,9,22,54,25,0,10,19,37,16,0,6,15,37,17,0,6,14,17,6,1,3,7,17,8,0,4,5,,,2,2,1,2,0,0,,,1,0,0,0,,
00254200,Creighton University,2013,51,27,0,8,16,50,24,1,9,16,38,18,0,5,15,34,16,1,6,11,13,9,0,3,1,16,8,0,3,5,,,3,4,3,3,0,0,,,0,1,0,0,,
00254200,Creighton University,2014,51,22,,9,20,50,24,,9,17,38,14,,6,18,34,15,,7,12,13,8,,3,2,16,9,,2,5,0,0,3,5,2,2,,,0,0,1,1,0,2,0,0
00254200,Creighton University,2015,49,21,0,9,19,45,25,0,10,10,38,13,,7,18,31,16,,7,8,11,8,,2,1,14,9,,3,2,0,0,3,5,1,2,,,0,0,2,1,0,2,0,0
00254200,Creighton University,2016,52,22,0,10,20,48,23,0,9,16,39,14,,7,18,34,15,,7,12,13,8,,3,2,14,8,,2,4,0,0,3,5,1,1,,,0,0,2,2,0,2,0,0
00256500,University of Nebraska,2011,63,24,2,10,27,66,27,2,9,28,43,18,2,5,18,41,18,2,4,17,20,6,0,5,9,25,9,0,5,11,,,3,2,3,2,0,0,,,0,0,0,0,,
00256500,University of Nebraska,2012,65,26,2,10,27,64,29,2,11,22,43,18,2,5,18,42,20,2,6,14,22,8,0,5,9,22,9,0,5,8,,,3,2,3,2,0,0,,,0,0,0,0,,
00256500,University of Nebraska,2013,68,27,2,11,28,63,29,2,11,21,46,18,2,6,20,42,20,2,6,14,22,9,0,5,8,21,9,0,5,7,,,3,3,3,3,0,0,,,0,0,0,0,,
00256500,University of Nebraska,2014,74,31,,10,33,61,29,,9,23,51,22,,6,23,44,21,,5,18,23,9,,4,10,17,8,,4,5,0,0,3,3,3,3,,,0,0,0,0,0,0,0,0
00256500,University of Nebraska,2015,70,28,0,9,33,59,27,0,8,24,50,22,,5,23,40,20,,4,16,20,6,,4,10,19,7,,4,8,0,0,3,3,2,2,,,0,0,0,0,1,1,0,0
00256500,University of Nebraska,2016,68,26,0,7,35,58,27,0,7,24,50,20,,5,25,38,19,,4,15,18,6,,2,10,20,8,,3,9,0,0,4,3,2,2,,,0,0,1,0,1,1,0,0
00256900,University of Nevada - Las Vegas,2011,49,26,0,9,14,62,32,1,9,20,24,10,0,3,11,29,11,0,3,15,25,16,0,6,3,33,21,1,6,5,,,10,8,7,5,0,0,,,2,3,1,0,,
00256900,University of Nevada - Las Vegas,2012,56,24,1,10,21,56,23,1,9,23,27,7,0,4,16,28,10,0,1,17,29,17,1,6,5,28,13,1,8,6,,,6,10,4,4,0,0,,,1,3,1,3,,
00256900,University of Nevada - Las Vegas,2013,58,25,4,9,20,55,29,3,7,16,26,10,1,1,14,24,10,0,3,11,32,15,3,8,6,31,19,3,4,5,,,7,9,4,6,1,1,,,1,1,1,1,,
00256900,University of Nevada - Las Vegas,2014,63,33,,10,20,60,28,,11,21,30,11,,6,13,28,8,,6,14,33,22,,4,7,32,20,,5,7,0,0,7,10,5,6,,,0,0,1,1,1,3,0,0
00256900,University of Nevada - Las Vegas,2015,79,27,0,14,38,65,27,0,14,24,39,7,,8,24,35,10,,7,18,40,20,,6,14,30,17,,7,6,0,0,9,9,5,4,,,0,0,2,2,2,3,0,0
00256900,University of Nevada - Las Vegas,2016,79,28,0,13,38,61,26,0,13,22,44,11,,6,27,31,9,,5,17,35,17,,7,11,30,17,,8,5,0,0,10,12,5,6,,,0,0,2,2,3,4,0,0
00258903,University of New Hampshire,2011,87,24,9,9,45,70,21,14,8,27,50,13,4,5,28,35,13,4,4,14,37,11,5,4,17,35,8,10,4,13,,,4,2,1,1,0,0,,,1,1,2,0,,
00258903,University of New Hampshire,2012,72,21,10,9,32,59,14,9,10,26,40,14,2,5,19,31,10,3,5,13,32,7,8,4,13,28,4,6,5,13,,,2,3,0,1,0,0,,,1,1,1,1,,
00258903,University of New Hampshire,2013,71,17,12,8,34,56,14,11,7,24,41,9,4,5,23,31,9,5,4,13,30,8,8,3,11,25,5,6,3,11,,,3,3,2,2,0,0,,,0,0,1,1,,
00258903,University of New Hampshire,2014,72,30,,6,36,62,28,,6,28,43,15,,4,24,32,17,,3,12,29,15,,2,12,30,11,,3,16,0,0,3,3,1,2,,,0,0,0,0,2,1,0,0
00258903,University of New Hampshire,2015,85,28,0,7,50,60,28,0,7,25,54,16,,3,35,34,17,,3,14,31,12,,4,15,26,11,,4,11,0,0,2,3,2,1,,,0,0,0,0,0,2,0,0
00258903,University of New Hampshire,2016,68,26,0,7,35,61,25,0,7,29,42,16,,3,23,37,14,,3,20,26,10,,4,12,24,11,,4,9,0,0,3,2,1,2,,,0,0,0,0,2,0,0,0
00262900,Rutgers University,2015,174,86,0,27,61,141,72,0,21,48,108,50,,14,44,87,43,,13,31,66,36,,13,17,54,29,,8,17,0,0,26,32,17,18,,,0,0,5,7,4,7,0,0
00262900,Rutgers University,2016,161,75,0,30,56,153,76,0,26,51,95,43,,15,37,87,45,,12,30,66,32,,15,19,66,31,,14,21,0,0,30,37,19,23,,,0,0,7,6,4,8,0,0
00262901,Rutgers University-Camden,2011,125,53,4,13,55,104,45,4,13,42,78,33,1,6,38,59,27,1,6,25,47,20,3,7,17,45,18,3,7,17,,,6,10,4,5,1,1,,,1,1,0,3,,
00262901,Rutgers University-Camden,2012,122,51,3,13,55,100,48,4,12,36,75,32,1,6,36,56,25,2,6,23,47,19,2,7,19,44,23,2,6,13,,,9,13,4,8,1,1,,,3,2,1,2,,
00262901,Rutgers University-Camden,2013,108,52,3,11,42,102,53,3,11,35,67,31,1,7,28,62,30,1,7,24,41,21,2,4,14,40,23,2,4,11,,,8,10,5,4,1,1,,,2,2,0,3,,
00262901,Rutgers University-Camden,2014,92,47,,11,34,71,42,,8,21,53,26,,6,21,37,22,,4,11,39,21,,5,13,34,20,,4,10,0,0,5,10,4,6,,,0,0,1,2,0,2,0,0
00262902,Rutgers University-Newark,2011,95,36,1,14,44,86,34,1,12,39,63,22,0,9,32,57,21,0,9,27,32,14,1,5,12,29,13,1,3,12,,,17,19,10,11,0,0,,,5,4,2,4,,
00262902,Rutgers University-Newark,2012,94,40,0,16,38,89,38,0,17,34,65,25,0,10,30,61,25,0,12,24,29,15,0,6,8,28,13,0,5,10,,,17,20,12,13,0,0,,,5,4,0,3,,
00262902,Rutgers University-Newark,2013,105,37,1,19,48,88,39,1,19,29,71,22,1,12,36,61,23,1,14,23,34,15,0,7,12,27,16,0,5,6,,,22,20,15,10,0,0,,,6,5,1,5,,
00262902,Rutgers University-Newark,2014,106,37,,19,50,96,37,,16,43,71,22,,12,37,65,22,,11,32,35,15,,7,13,31,15,,5,11,0,0,20,22,12,12,,,0,0,5,5,3,5,0,0
00263201,Seton Hall University,2011,174,52,5,16,101,150,49,6,16,79,99,29,3,3,64,84,29,4,3,48,75,23,2,13,37,66,20,2,13,31,,,20,20,10,9,0,0,,,2,2,8,9,,
00263201,Seton Hall University,2012,165,51,8,13,93,128,41,8,9,70,102,29,5,3,65,77,24,4,3,46,63,22,3,10,28,51,17,4,6,24,,,21,21,9,10,2,1,,,1,2,9,8,,
00263201,Seton Hall University,2013,152,43,7,14,88,111,40,7,11,53,91,23,5,3,60,64,23,4,3,34,61,20,2,11,28,47,17,3,8,19,,,17,18,7,8,3,1,,,1,2,6,7,,
00263201,Seton Hall University,2014,128,48,,13,67,79,38,,12,29,77,28,,3,46,49,24,,4,21,51,20,,10,21,30,14,,8,8,0,0,9,18,4,8,,,0,0,2,2,3,8,0,0
00263201,Seton Hall University,2015,100,35,0,12,53,80,37,0,10,33,60,22,,4,34,46,23,,3,20,40,13,,8,19,34,14,,7,13,0,0,6,10,2,3,,,0,0,1,2,3,5,0,0
00263201,Seton Hall University,2016,88,33,0,11,44,76,32,0,9,35,48,17,,3,28,41,18,,2,21,40,16,,8,16,35,14,,7,14,0,0,10,10,5,5,,,0,0,1,2,4,3,0,0
00266300,University of New Mexico,2011,96,29,5,14,48,76,28,5,10,33,47,11,2,7,27,37,14,2,4,17,49,18,3,7,21,39,14,3,6,16,,,22,24,13,12,0,0,,,3,4,6,8,,
00266300,University of New Mexico,2012,92,28,6,11,47,72,29,7,6,30,49,15,3,3,28,35,13,5,2,15,43,13,3,8,19,37,16,2,4,15,,,20,26,12,11,1,0,,,3,4,4,11,,
00266300,University of New Mexico,2013,89,31,1,11,46,72,33,1,11,27,44,18,1,2,23,32,17,1,3,11,45,13,0,9,23,40,16,0,8,16,,,21,25,11,13,0,0,,,6,4,4,8,,
00266300,University of New Mexico,2014,77,30,,12,35,66,33,,11,22,38,18,,3,17,30,16,,4,10,39,12,,9,18,36,17,,7,12,0,0,21,24,12,12,,,0,0,5,6,4,6,0,0
00266300,University of New Mexico,2015,71,33,0,10,28,67,29,0,11,27,34,17,,4,13,38,18,,4,16,37,16,,6,15,29,11,,7,11,0,0,25,23,11,13,,,0,0,9,6,5,4,0,0
00266300,University of New Mexico,2016,80,32,0,11,37,68,27,0,11,30,44,19,,4,21,36,14,,4,18,36,13,,7,16,32,13,,7,12,0,0,24,24,9,11,,,0,0,9,9,6,4,0,0
00267700,Brooklyn Law School,2011,171,63,5,8,95,157,66,2,9,80,104,33,2,2,67,98,34,2,3,59,67,30,3,6,28,59,32,0,6,21,,,13,16,6,5,0,1,,,1,1,6,9,,
00267700,Brooklyn Law School,2012,172,65,3,7,97,157,63,4,8,82,109,35,3,3,68,100,35,4,3,58,63,30,0,4,29,57,28,0,5,24,,,14,17,6,8,0,0,,,1,1,7,8,,
00267700,Brooklyn Law School,2013,175,60,3,8,104,151,56,6,7,82,108,31,3,3,71,98,32,3,2,61,67,29,0,5,33,53,24,3,5,21,,,18,18,8,7,0,0,,,0,1,10,10,,
00267700,Brooklyn Law School,2014,164,58,,7,99,164,59,,9,96,97,30,,3,64,106,30,,3,73,67,28,,4,35,58,29,,6,23,0,0,20,20,8,8,,,0,0,0,0,12,12,0,0
00267700,Brooklyn Law School,2015,178,58,0,9,111,157,60,0,8,89,100,29,,3,68,93,31,,3,59,78,29,,6,43,64,29,,5,30,0,0,25,22,10,10,,,0,0,1,0,14,12,0,0
00267700,Brooklyn Law School,2016,181,60,0,9,112,169,60,0,9,100,106,29,,3,74,98,27,,3,68,75,31,,6,38,71,33,,6,32,0,0,24,24,8,10,,,0,0,1,1,15,13,0,0
00270711,Columbia University,2011,236,94,2,14,126,222,113,2,14,93,164,64,1,5,94,145,75,1,5,64,72,30,1,9,32,77,38,1,9,29,,,23,26,13,12,0,0,,,2,2,8,12,,
00270711,Columbia University,2012,299,130,2,17,150,274,142,3,17,112,186,76,2,6,102,173,92,2,6,73,113,54,0,11,48,101,50,1,11,39,,,26,33,14,16,1,0,,,1,2,10,15,,
00270711,Columbia University,2013,324,137,1,14,172,291,152,2,13,124,205,80,1,6,118,189,96,1,5,87,119,57,0,8,54,102,56,1,8,37,,,31,36,17,14,1,0,,,1,2,12,20,,
00270711,Columbia University,2014,357,154,,12,191,323,167,,15,141,227,94,,6,127,205,99,,5,101,130,60,,6,64,118,68,,10,40,0,0,35,36,21,18,,,0,0,0,0,14,18,0,0
00270711,Columbia University,2015,341,153,0,15,173,301,161,0,17,123,207,93,,4,110,191,97,,5,89,134,60,,11,63,110,64,,12,34,0,0,37,37,24,22,,,0,0,1,1,12,14,0,0
00270711,Columbia University,2016,325,148,0,16,161,298,153,0,17,128,202,89,,5,108,191,92,,6,93,123,59,,11,53,107,61,,11,35,0,0,40,32,22,18,,,0,0,1,1,17,13,0,0
00271101,Cornell University,2011,71,46,0,10,15,90,53,0,8,29,48,31,0,4,13,58,34,0,3,21,23,15,0,6,2,32,19,0,5,8,,,10,8,9,7,0,0,,,1,1,0,0,,
00271101,Cornell University,2012,84,50,1,10,23,95,55,1,8,31,54,30,0,4,20,61,33,0,4,24,30,20,1,6,3,34,22,1,4,7,,,12,10,10,8,0,0,,,2,2,0,0,,
00271101,Cornell University,2013,85,46,1,10,28,97,50,0,10,37,55,26,0,4,25,59,30,0,4,25,30,20,1,6,3,38,20,0,6,12,,,14,12,11,9,0,0,,,2,2,1,1,,
00271101,Cornell University,2014,89,45,,13,31,91,47,,11,33,60,27,,6,27,49,24,,5,20,29,18,,7,4,42,23,,6,13,0,0,15,11,12,9,,,0,0,2,2,1,0,0,0
00271101,Cornell University,2015,88,48,0,8,32,112,63,0,6,43,57,28,,2,27,67,35,,2,30,31,20,,6,5,45,28,,4,13,0,0,17,13,14,10,,,0,0,2,2,1,1,0,0
00271101,Cornell University,2016,99,52,0,10,37,111,57,0,10,44,63,31,,4,28,68,34,,4,30,36,21,,6,9,43,23,,6,14,0,0,17,15,12,9,,,0,0,5,5,0,1,0,0
00272203,Fordham University,2011,301,85,0,22,194,267,85,0,20,162,177,54,0,8,115,161,54,0,8,99,124,31,0,14,79,106,31,0,12,63,,,39,39,16,17,0,0,,,3,3,20,19,,
00272203,Fordham University,2012,300,85,0,20,195,266,81,0,20,165,186,55,0,9,122,156,49,0,9,98,114,30,0,11,73,110,32,0,11,67,,,41,41,16,17,0,0,,,3,3,22,21,,
00272203,Fordham University,2013,293,72,0,20,201,256,72,0,22,162,172,43,0,9,120,145,43,0,10,92,121,29,0,11,81,111,29,0,12,70,,,40,43,16,13,0,0,,,3,3,21,27,,
00272203,Fordham University,2014,264,66,,22,176,232,65,,22,145,155,41,,10,104,126,39,,10,77,109,25,,12,72,106,26,,12,68,0,0,32,38,14,11,,,0,0,3,4,15,23,0,0
00272203,Fordham University,2015,285,66,0,22,197,230,65,0,21,144,165,41,,10,114,130,43,,10,77,120,25,,12,83,100,22,,11,67,0,0,31,42,12,15,,,0,0,2,3,17,24,0,0
00272203,Fordham University,2016,266,63,0,20,183,235,66,0,23,146,153,41,,7,105,128,41,,10,77,113,22,,13,78,107,25,,13,69,0,0,37,38,14,11,,,0,0,3,3,20,24,0,0
00273200,Hofstra University,2011,112,57,0,2,53,97,56,0,4,37,73,35,0,1,37,70,36,0,1,33,39,22,0,1,16,27,20,0,3,4,,,12,15,9,9,0,0,,,1,1,2,5,,
00273200,Hofstra University,2012,110,57,0,4,49,95,54,0,4,37,74,36,0,1,37,64,33,0,2,29,36,21,0,3,12,31,21,0,2,8,,,10,13,7,10,0,0,,,1,1,2,2,,
00273200,Hofstra University,2013,116,40,7,5,64,90,42,5,6,37,82,23,6,3,50,60,23,4,4,29,34,17,1,2,14,30,19,1,2,8,,,9,13,5,5,0,0,,,2,2,2,6,,
00273200,Hofstra University,2014,86,48,,3,35,76,42,,3,31,55,26,,2,27,48,22,,2,24,31,22,,1,8,28,20,,1,7,0,0,6,12,4,6,,,0,0,0,0,2,6,0,0
00273200,Hofstra University,2015,90,41,0,4,45,74,34,0,4,36,57,20,,2,35,51,20,,2,29,33,21,,2,10,23,14,,2,7,0,0,8,10,4,5,,,0,0,0,0,4,5,0,0
00273200,Hofstra University,2016,90,38,0,8,44,74,39,0,7,28,58,20,,3,35,48,19,,3,26,32,18,,5,9,26,20,,4,2,0,0,6,8,5,5,,,0,0,0,0,1,3,0,0
00278300,New York Law School,2011,213,59,5,16,133,212,70,9,15,118,123,40,2,4,77,131,49,2,4,76,90,19,3,12,56,81,21,7,11,42,,,21,15,11,8,3,0,,,0,0,7,7,,
00278300,New York Law School,2012,215,60,11,16,128,207,57,10,15,125,125,39,3,4,79,124,39,3,4,78,90,21,8,12,49,83,18,7,11,47,,,24,19,7,7,3,3,,,1,0,13,9,,
00278300,New York Law School,2013,207,60,10,12,125,180,56,9,12,103,123,39,3,4,77,105,39,2,5,59,84,21,7,8,48,75,17,7,7,44,,,25,18,10,6,3,3,,,1,1,11,8,,
00278300,New York Law School,2014,165,60,,18,87,139,57,,15,67,101,38,,6,57,84,37,,4,43,64,22,,12,30,55,20,,11,24,0,0,11,16,7,8,,,0,0,1,1,3,7,0,0
00278300,New York Law School,2015,131,50,0,13,68,120,48,0,13,59,85,31,,4,50,77,29,,5,43,46,19,,9,18,43,19,,8,16,0,0,13,12,8,6,,,0,0,0,1,5,5,0,0
00278300,New York Law School,2016,122,45,0,15,62,122,45,0,14,63,75,27,,6,42,79,26,,6,47,47,18,,9,20,43,19,,8,16,0,0,11,14,6,6,,,0,0,0,0,5,8,0,0
00278500,New York University,2011,264,126,17,14,107,250,141,22,15,72,174,91,6,5,72,161,97,7,6,51,90,35,11,9,35,89,44,15,9,21,,,29,28,19,17,4,1,,,1,1,5,9,,
00278500,New York University,2012,276,135,13,13,115,239,137,18,13,71,185,94,4,5,82,156,93,8,5,50,91,41,9,8,33,83,44,10,8,21,,,23,28,18,19,2,1,,,0,1,3,7,,
00278500,New York University,2013,260,136,17,16,91,238,137,17,16,68,167,91,8,7,61,157,93,7,7,50,93,45,9,9,30,81,44,10,9,18,,,22,30,17,19,3,3,,,0,1,2,7,,
00278500,New York University,2014,315,153,,16,146,248,154,,14,80,208,100,,7,101,171,106,,7,58,107,53,,9,45,77,48,,7,22,0,0,26,41,19,22,,,0,0,0,1,7,18,0,0
00278500,New York University,2015,314,149,0,15,150,258,153,0,13,92,218,103,,7,108,175,100,,7,68,96,46,,8,42,83,53,,6,24,0,0,30,40,21,19,,,0,0,1,1,8,20,0,0
00278500,New York University,2016,306,136,0,13,157,231,128,0,13,90,203,90,,5,108,161,83,,5,73,103,46,,8,49,70,45,,8,17,0,0,29,39,19,20,,,0,0,1,1,9,18,0,0
00279102,Pace University,2011,92,47,1,8,36,103,48,0,7,48,57,30,1,2,24,60,28,0,2,30,35,17,0,6,12,43,20,0,5,18,,,6,6,3,5,0,0,,,1,0,2,1,,
00279102,Pace University,2012,100,47,4,4,45,95,41,5,4,45,63,30,1,2,30,58,25,2,1,30,37,17,3,2,15,37,16,3,3,15,,,7,6,4,4,0,0,,,1,1,2,1,,
00279102,Pace University,2013,107,42,4,5,56,104,37,4,5,58,64,25,1,3,35,62,24,1,3,34,43,17,3,2,21,42,13,3,2,24,,,7,7,2,4,0,0,,,1,1,4,2,,
00279102,Pace University,2014,96,35,,5,56,86,34,,3,49,55,21,,2,32,50,22,,1,27,41,14,,3,24,36,12,,2,22,0,0,9,7,3,3,,,0,0,1,1,5,3,0,0
00279102,Pace University,2015,97,33,0,2,62,80,30,0,3,47,58,19,,1,38,48,19,,1,28,39,14,,1,24,32,11,,2,19,0,0,10,10,2,4,,,0,0,1,1,7,5,0,0
00279102,Pace University,2016,83,26,0,5,52,75,25,0,6,44,52,15,,4,33,46,15,,3,28,31,11,,1,19,29,10,,3,16,0,0,10,6,1,3,,,0,0,1,1,8,2,0,0
00282300,St. John's University,2011,144,44,3,9,88,131,52,4,10,65,103,25,0,6,72,80,26,1,7,46,41,19,3,3,16,51,26,3,3,19,,,13,18,10,9,0,0,,,0,0,3,9,,
00282300,St. John's University,2012,138,47,3,9,79,121,39,3,10,69,89,24,1,6,58,79,22,1,7,49,49,23,2,3,21,42,17,2,3,20,,,13,18,6,10,0,0,,,1,0,6,8,,
00282300,St. John's University,2013,128,42,4,12,70,117,38,4,10,65,84,23,2,8,51,74,21,3,7,43,44,19,2,4,19,43,17,1,3,22,,,16,21,5,8,0,0,,,3,3,8,10,,
00282300,St. John's University,2014,128,45,,9,74,106,38,,8,60,87,23,,8,56,65,18,,7,40,41,22,,1,18,41,20,,1,20,0,0,11,16,4,7,,,0,0,2,2,5,7,0,0
00282300,St. John's University,2015,131,39,0,13,79,112,37,0,13,62,85,20,,10,55,67,18,,10,39,46,19,,3,24,45,19,,3,23,0,0,13,14,4,3,,,0,0,3,3,6,8,0,0
00282300,St. John's University,2016,133,37,0,14,82,121,36,0,14,71,85,19,,10,56,75,16,,10,49,48,18,,4,26,46,20,,4,22,0,0,14,17,4,4,,,0,0,3,3,7,10,0,0
00283700,University of Buffalo-SUNY,2011,130,42,7,9,72,93,45,9,3,36,74,22,3,4,45,55,25,3,2,25,56,20,4,5,27,38,20,6,1,11,,,8,15,3,7,0,0,,,1,1,4,7,,
