schoolid,schoolname,calendaryear,academicyear,condscholind,numenteringcondschol,numeliminatedcondschol,numstudents,ftnumstudents,ptnumstudents,totalrecvgrant,totalrecvgrantp,ftrecvgrant,ptrecvgrant,totalgrantlthalf,totalgrantlthalfp,ftgrantlthalf,ptgrantlthalf,totalgrantalhalf,totalgrantalhalfp,ftgrantalhalf,ptgrantalhalf,totalgrantfull,totalgrantfullp,ftgrantfull,ptgrantfull,totalgrantgtfull,totalgrantgtfullp,ftgrantgtfull,ptgrantgtfull,ftgrantamt75,ptgrantamt75,ftgrantamtmedian,ptgrantamtmedian,ftgrantamt25,ptgrantamt25
00132901,McGeorge School of Law,2011,2010,,,,1026,724,302,670,65.3,511,159,578,56.3,437,141,78,7.6,63,15,8,0.8,6,2,6,0.6,5,1,,,11320,5000,,
00132901,McGeorge School of Law,2012,2011,Y,108,63,908,653,255,521,57.4,388,133,418,46,308,110,85,9.4,65,20,14,1.5,11,3,4,0.4,4,0,18275,11200,13000,7000,7500,2796
00132901,McGeorge School of Law,2013,2012,Y,119,68,821,594,227,491,59.8,372,119,344,41.9,258,86,129,15.7,101,28,12,1.5,9,3,6,0.7,4,2,21818,14758,15000,7700,7500,2250
00132901,McGeorge School of Law,2014,2013,Y,42,12,632,490,142,404,63.9,295,109,268,42.4,190,78,100,15.8,74,26,12,1.9,8,4,24,3.8,23,1,28000,15300,13096,9400,9424,6615
00132901,McGeorge School of Law,2015,2014,Y,22,4,553,416,137,418,75.6,293,125,314,56.8,218,96,67,12.1,46,21,25,4.5,19,6,12,2.2,10,2,23231,15000,11827,11191,8238,6625
00132901,McGeorge School of Law,2016,2015,Y,98,32,477,356,121,443,92.9,319,124,302,63.3,217,85,92,19.3,67,25,20,4.2,15,5,29,6.1,20,9,26183,17000,13046,11296,8907,7500
00132901,McGeorge School of Law,2017,2016,Y,111,49,472,357,115,462,97.9,348,114,286,60.6,209,77,134,28.4,107,27,1,0.2,0,1,41,8.7,32,9,31790,21005,18627,11250,11250,6250
00134201,Whittier Law School,2011,2010,,,,642,475,167,308,48,244,64,234,36.4,188,46,55,8.6,41,14,11,1.7,10,1,8,1.2,5,3,,,9000,6500,,
00134201,Whittier Law School,2012,2011,N,,,700,564,136,295,42.1,237,58,222,31.7,181,41,55,7.9,43,12,9,1.3,7,2,9,1.3,6,3,18288,13030,9772,6508,5000,3625
00134201,Whittier Law School,2013,2012,N,,,665,514,151,313,47.1,252,61,217,32.6,180,37,79,11.9,63,16,13,2,9,4,4,0.6,0,4,20130,21304,12500,10000,6500,5140
00134201,Whittier Law School,2014,2013,N,,,577,404,173,283,49,171,112,161,27.9,97,64,99,17.2,61,38,15,2.6,9,6,8,1.4,4,4,35000,22000,19640,9578,6000,3500
00134201,Whittier Law School,2015,2014,N,,,536,409,127,287,53.5,202,85,182,34,124,58,88,16.4,65,23,11,2.1,9,2,6,1.1,4,2,30000,19000,17965,10000,9000,3500
00134201,Whittier Law School,2016,2015,N,,,456,326,130,258,56.6,191,67,153,33.6,119,34,92,20.2,65,27,13,2.9,7,6,0,0,0,0,26250,22763,18000,14000,9695,5332
00134201,Whittier Law School,2017,2016,N,,,391,275,116,149,38.1,118,31,72,18.4,56,16,63,16.1,53,10,7,1.8,5,2,7,1.8,4,3,28750,22425,22426,10465,12000,7238
00137000,University of Colorado,2011,2010,,,,546,546,0,292,53.5,292,,240,44,240,,28,5.1,28,,9,1.6,9,,15,2.7,15,,,,7998,,,
00137000,University of Colorado,2012,2011,N,,,540,540,0,327,60.6,327,,266,49.3,266,,38,7,38,,21,3.9,21,,2,0.4,2,,12166,,8000,,4000,
00137000,University of Colorado,2013,2012,N,,,509,509,0,308,60.5,308,,226,44.4,226,,79,15.5,79,,0,0,0,,3,0.6,3,,18000,,8000,,4000,
00137000,University of Colorado,2014,2013,N,,,514,514,0,407,79.2,407,,279,54.3,279,,125,24.3,125,,0,0,0,,3,0.6,3,,20000,,10000,,5000,
00137000,University of Colorado,2015,2014,N,,,234,234,0,416,177.8,416,,321,137.2,321,,94,40.2,94,,0,0,0,,1,0.4,1,,14000,,11000,,5000,
00137000,University of Colorado,2016,2015,N,,,555,551,4,449,80.9,449,0,320,57.7,320,0,126,22.7,126,0,0,0,0,0,3,0.5,3,0,19463,0,11000,0,6681,0
00137000,University of Colorado,2017,2016,N,,,529,523,6,455,86,455,0,343,64.8,343,0,104,19.7,104,0,0,0,0,0,8,1.5,8,0,15505,0,10000,0,6000,0
00137100,University of Denver,2011,2010,,,,960,768,192,419,43.6,372,47,253,26.4,220,33,114,11.9,102,12,50,5.2,48,2,2,0.2,2,0,,,17000,10000,,
00137100,University of Denver,2012,2011,Y,122,22,946,769,177,386,40.8,339,47,147,15.5,118,29,180,19,165,15,54,5.7,52,2,5,0.5,4,1,25000,15000,20000,10000,11000,2522
00137100,University of Denver,2013,2012,Y,137,19,894,746,148,408,45.6,367,41,174,19.5,156,18,183,20.5,163,20,48,5.4,45,3,3,0.3,3,0,26000,19875,21000,15750,13500,5500
00137100,University of Denver,2014,2013,Y,137,28,895,732,163,415,46.4,362,53,139,15.5,116,23,226,25.3,203,23,47,5.3,40,7,3,0.3,3,0,26000,20594,21000,15750,18364,7575
00137100,University of Denver,2015,2014,Y,129,23,863,725,138,425,49.2,372,53,161,18.7,141,20,209,24.2,182,27,54,6.3,48,6,1,0.1,1,0,26000,21000,21000,15000,14000,8424
00137100,University of Denver,2016,2015,Y,149,32,817,701,116,434,53.1,386,48,151,18.5,132,19,233,28.5,210,23,48,5.9,42,6,2,0.2,2,0,30000,23647,22500,16875,15000,10800
00137100,University of Denver,2017,2016,Y,132,15,780,673,107,414,53.1,369,45,202,25.9,179,23,157,20.1,139,18,49,6.3,45,4,6,0.8,6,0,30000,22500,22500,15800,15000,11250
00140201,Quinnipiac University,2011,2010,,,,467,340,127,311,66.6,261,50,206,44.1,156,50,82,17.6,82,0,23,4.9,23,0,0,0,0,0,,,20000,5000,,
00140201,Quinnipiac University,2012,2011,Y,91,28,438,356,82,288,65.8,255,33,192,43.8,159,33,76,17.4,76,0,20,4.6,20,0,0,0,0,0,25000,8000,20000,4000,7250,1500
00140201,Quinnipiac University,2013,2012,Y,95,34,406,328,78,266,65.5,225,41,145,35.7,111,34,99,24.4,92,7,22,5.4,22,0,0,0,0,0,35000,15000,25000,7000,12000,5000
00140201,Quinnipiac University,2014,2013,Y,66,22,332,252,80,224,67.5,192,32,116,34.9,89,27,78,23.5,73,5,30,9,30,0,0,0,0,0,35000,15000,25000,10000,15000,5000
00140201,Quinnipiac University,2015,2014,Y,80,33,290,232,58,226,77.9,194,32,104,35.9,77,27,92,31.7,87,5,30,10.3,30,0,0,0,0,0,35000,15000,25000,10000,12500,5000
00140201,Quinnipiac University,2016,2015,Y,61,20,267,208,59,215,80.5,181,34,85,31.8,62,23,99,37.1,88,11,31,11.6,31,0,0,0,0,0,40000,18000,30000,10000,15000,5000
00140201,Quinnipiac University,2017,2016,Y,66,27,278,215,63,222,79.9,183,39,76,27.3,55,21,113,40.6,95,18,33,11.9,33,0,0,0,0,0,40000,20000,30000,15000,16500,10000
00141706,University of Connecticut,2011,2010,,,,620,440,180,353,56.9,297,56,191,30.8,144,47,146,23.5,139,7,3,0.5,3,0,13,2.1,11,2,,,10200,5000,,
00141706,University of Connecticut,2012,2011,Y,9,0,616,461,155,373,60.6,319,54,263,42.7,219,44,87,14.1,77,10,10,1.6,10,0,13,2.1,13,0,13000,7300,11000,6500,9625,3000
00141706,University of Connecticut,2013,2012,Y,28,0,565,447,118,385,68.1,342,43,268,47.4,236,32,55,9.7,50,5,1,0.2,1,0,61,10.8,55,6,17793,13488,10000,10000,10000,6868
00141706,University of Connecticut,2014,2013,Y,25,0,524,402,122,374,71.4,326,48,202,38.5,169,33,85,16.2,75,10,81,15.5,79,2,6,1.1,3,3,24674,10700,11300,7000,11000,3500
00141706,University of Connecticut,2015,2014,Y,25,0,500,385,115,380,76,326,54,211,42.2,174,37,96,19.2,84,12,41,8.2,41,0,32,6.4,27,5,26224,12500,16625,7500,11000,6000
00141706,University of Connecticut,2016,2015,N,,,433,328,105,312,72.1,267,45,195,45,162,33,69,15.9,62,7,20,4.6,20,0,28,6.5,23,5,22800,7600,11000,6000,11000,2400
00141706,University of Connecticut,2017,2016,N,,,391,287,104,276,70.6,227,49,201,51.4,158,43,57,14.6,51,6,4,1,4,0,14,3.6,14,0,20000,10000,11000,7200,9625,4000
00142600,Yale University,2011,2010,,,,629,629,0,367,58.3,367,,198,31.5,198,,168,26.7,168,,0,0,0,,1,0.2,1,,,,23650,,,
00142600,Yale University,2012,2011,N,,,638,638,0,358,56.1,358,,222,34.8,222,,136,21.3,136,,0,0,0,,0,0,0,,30787,,23011,,15075,
00142600,Yale University,2013,2012,N,,,615,615,0,354,57.6,354,,207,33.7,207,,146,23.7,146,,0,0,0,,1,0.2,1,,31667,,22322,,16133,
00142600,Yale University,2014,2013,N,,,626,625,1,363,58,363,0,233,37.2,233,0,130,20.8,130,0,0,0,0,0,0,0,0,0,31190,0,22090,0,16200,0
00142600,Yale University,2015,2014,N,,,608,607,1,366,60.2,366,0,240,39.5,240,0,126,20.7,126,0,0,0,0,0,0,0,0,0,32730,0,22997,0,14905,0
00142600,Yale University,2016,2015,N,,,614,614,0,357,58.1,357,,191,31.1,191,,166,27,166,,0,0,0,,0,0,0,,34667,,26067,,17742,
00142600,Yale University,2017,2016,N,,,633,632,1,383,60.5,383,0,217,34.3,217,0,166,26.2,166,0,0,0,0,0,0,0,0,0,35066,0,26529,0,18195,0
00143401,American University,2011,2010,,,,1503,1243,260,492,32.7,470,22,451,30,429,22,14,0.9,14,0,18,1.2,18,0,9,0.6,9,0,,,10000,5000,,
00143401,American University,2012,2011,Y,9,9,1499,1239,260,592,39.5,568,24,549,36.6,525,24,18,1.2,18,0,21,1.4,21,0,4,0.3,4,0,15000,10000,10000,6720,5980,4950
00143401,American University,2013,2012,Y,8,8,1522,1215,307,656,43.1,623,33,608,39.9,575,33,10,0.7,10,0,20,1.3,20,0,18,1.2,18,0,15000,7000,10080,3680,3360,2000
00143401,American University,2014,2013,Y,8,0,1455,1240,215,640,44,608,32,591,40.6,560,31,13,0.9,12,1,31,2.1,31,0,5,0.3,5,0,15500,7500,10000,5040,3360,2990
00143401,American University,2015,2014,Y,5,0,1366,1117,249,583,42.7,541,42,509,37.3,467,42,37,2.7,37,0,37,2.7,37,0,0,0,0,0,17500,12500,13000,10000,7500,5000
00143401,American University,2016,2015,Y,5,0,1288,1052,236,658,51.1,584,74,577,44.8,503,74,62,4.8,62,0,17,1.3,17,0,2,0.2,2,0,20000,16500,15000,12500,9000,9000
00143401,American University,2017,2016,Y,7,0,1277,1035,242,812,63.6,716,96,597,46.8,535,62,185,14.5,152,33,28,2.2,27,1,2,0.2,2,0,25000,25000,17500,15000,12500,9375
00143711,Catholic University of America,2011,2010,,,,858,562,296,364,42.4,258,106,308,35.9,208,100,51,5.9,46,5,5,0.6,4,1,0,0,0,0,,,12500,10000,,
00143711,Catholic University of America,2012,2011,N,,,768,506,262,370,48.2,267,103,346,45.1,249,97,23,3,17,6,1,0.1,1,0,0,0,0,0,15000,10000,10000,8000,8500,6500
00143711,Catholic University of America,2013,2012,N,,,612,401,211,361,59,256,105,330,53.9,233,97,31,5.1,23,8,0,0,0,0,0,0,0,0,15000,12000,10000,10000,7500,7500
00143711,Catholic University of America,2014,2013,N,,,519,342,177,320,61.7,226,94,278,53.6,193,85,42,8.1,33,9,0,0,0,0,0,0,0,0,17500,12250,12500,9500,8500,7500
00143711,Catholic University of America,2015,2014,N,,,455,291,164,323,71,229,94,230,50.5,157,73,91,20,70,21,2,0.4,2,0,0,0,0,0,25000,16000,15000,10000,10000,7500
00143711,Catholic University of America,2016,2015,N,,,420,283,137,330,78.6,229,101,207,49.3,139,68,120,28.6,88,32,3,0.7,2,1,0,0,0,0,26000,18000,16000,13500,10000,7500
00143711,Catholic University of America,2017,2016,Y,15,0,380,261,119,322,84.7,227,95,203,53.4,141,62,103,27.1,76,27,16,4.2,10,6,0,0,0,0,27500,18000,17500,14000,7500,5000
00144102,District of Columbia,2011,2010,,,,316,256,60,165,52.2,131,34,69,21.8,53,16,66,20.9,54,12,30,9.5,24,6,0,0,0,0,,,3000,2500,,
00144102,District of Columbia,2012,2011,N,,,359,252,107,204,56.8,154,50,74,20.6,71,3,99,27.6,64,35,31,8.6,19,12,0,0,0,0,5500,5000,4425,3500,3000,2500
00144102,District of Columbia,2013,2012,N,,,366,216,150,172,47,112,60,106,29,92,14,48,13.1,19,29,18,4.9,1,17,0,0,0,0,5500,5000,4425,3500,3000,2500
00144102,District of Columbia,2014,2013,N,,,330,189,141,139,42.1,93,46,89,27,46,43,40,12.1,39,1,5,1.5,4,1,5,1.5,4,1,8000,4320,5000,3500,2500,2500
00144102,District of Columbia,2015,2014,N,,,306,162,144,160,52.3,93,67,105,34.3,62,43,39,12.7,17,22,6,2,6,0,10,3.3,8,2,8500,5000,5500,3600,2000,2050
00144102,District of Columbia,2016,2015,N,,,303,156,147,178,58.7,102,76,87,28.7,50,37,64,21.1,31,33,25,8.3,20,5,2,0.7,1,1,11188,7712,8500,5750,3763,3238
00144102,District of Columbia,2017,2016,N,,,269,134,135,156,58,86,70,84,31.2,48,36,57,21.2,31,26,15,5.6,7,8,0,0,0,0,10750,6500,6000,5000,2500,2500
00144402,George Washington University,2011,2010,,,,1709,1410,299,814,47.6,774,40,503,29.4,468,35,136,8,134,2,79,4.6,78,1,96,5.6,94,2,,,13000,6000,,
00144402,George Washington University,2012,2011,N,,,1753,1430,323,819,46.7,759,60,501,28.6,452,49,166,9.5,158,8,90,5.1,90,0,62,3.5,59,3,30000,12000,13000,8050,9000,6250
00144402,George Washington University,2013,2012,N,,,1673,1351,322,840,50.2,776,64,541,32.3,490,51,230,13.7,218,12,68,4.1,68,0,1,0.1,0,1,12000,7000,16000,9000,30000,15000
00144402,George Washington University,2014,2013,N,,,1613,1287,326,901,55.9,836,65,635,39.4,587,48,211,13.1,196,15,53,3.3,53,0,2,0.1,0,2,26000,19000,16000,11000,12000,8000
00144402,George Washington University,2015,2014,N,,,1646,1376,270,1038,63.1,972,66,851,51.7,798,53,134,8.1,123,11,53,3.2,51,2,0,0,0,0,12000,6000,16000,10000,24000,15000
00144402,George Washington University,2016,2015,N,,,1706,1469,237,891,52.2,814,77,733,43,678,55,113,6.6,96,17,45,2.6,40,5,0,0,0,0,24000,20000,17000,13000,13000,8000
00144402,George Washington University,2017,2016,N,,,1671,1462,209,1101,65.9,1036,65,881,52.7,824,57,163,9.8,155,8,56,3.4,56,0,1,0.1,1,0,26000,20000,20000,12000,16000,9000
00144503,Georgetown University,2011,2010,,,,1960,1626,334,657,33.5,648,9,430,21.9,421,9,225,11.5,225,0,2,0.1,2,0,0,0,0,0,,,17900,5000,,
00144503,Georgetown University,2012,2011,N,,,1932,1671,261,620,32.1,615,5,392,20.3,387,5,228,11.8,228,0,0,0,0,0,0,0,0,0,27232,11166,17500,2500,10200,1250
00144503,Georgetown University,2013,2012,N,,,1926,1683,243,640,33.2,632,8,419,21.8,411,8,221,11.5,221,0,0,0,0,0,0,0,0,0,27500,10000,18000,5000,11200,2500
00144503,Georgetown University,2014,2013,N,,,1933,1694,239,714,36.9,701,13,501,25.9,488,13,212,11,212,0,1,0.1,1,0,0,0,0,0,29200,12000,20000,6250,10200,2500
00144503,Georgetown University,2015,2014,N,,,1966,1719,247,855,43.5,831,24,596,30.3,573,23,256,13,256,0,3,0.2,2,1,0,0,0,0,30000,10000,20000,10000,10700,5000
00144503,Georgetown University,2016,2015,N,,,1966,1725,241,961,48.9,931,30,676,34.4,647,29,283,14.4,282,1,1,0.1,1,0,1,0.1,1,0,30000,10000,20000,9207,12200,5000
00144503,Georgetown University,2017,2016,N,,,1964,1722,242,1093,55.7,1014,79,735,37.4,659,76,357,18.2,354,3,1,0.1,1,0,0,0,0,0,32500,10602,20100,7500,15000,4112
00144802,Howard University,2011,2010,,,,473,473,0,208,44,208,,53,11.2,53,,118,24.9,118,,5,1.1,5,,32,6.8,32,,,,12500,,,
00144802,Howard University,2012,2011,Y,59,50,427,427,0,248,58.1,248,,106,24.8,106,,128,30,128,,0,0,0,,14,3.3,14,,7500,,16000,,22000,
00144802,Howard University,2013,2012,Y,58,41,393,393,0,204,51.9,204,,133,33.8,133,,68,17.3,68,,0,0,0,,3,0.8,3,,22000,,12400,,5000,
00144802,Howard University,2014,2013,Y,61,42,407,407,0,229,56.3,229,,157,38.6,157,,65,16,65,,0,0,0,,7,1.7,7,,22000,,12000,,7000,
00144802,Howard University,2015,2014,Y,73,49,412,408,4,179,43.4,179,0,113,27.4,113,0,64,15.5,64,0,0,0,0,0,2,0.5,2,0,22500,0,14000,0,5500,0
00144802,Howard University,2016,2015,Y,55,1,413,413,0,170,41.2,170,,95,23,95,0,70,16.9,70,,0,0,0,,5,1.2,5,,22500,,16000,,10000,
00144802,Howard University,2017,2016,Y,61,9,396,395,1,180,45.5,180,0,107,27,107,0,66,16.7,66,0,4,1,4,0,3,0.8,3,0,37999,0,22289,0,11807,0
00146601,Barry University,2011,2010,,,,717,553,164,529,73.8,404,125,468,65.3,359,109,61,8.5,45,16,0,0,0,0,0,0,0,0,,,8000,6000,,
00146601,Barry University,2012,2011,Y,264,160,708,528,180,551,77.8,340,211,489,69.1,298,191,57,8.1,40,17,4,0.6,1,3,1,0.1,1,0,12000,7500,7000,4500,4000,2000
00146601,Barry University,2013,2012,Y,317,179,753,524,229,622,82.6,395,227,543,72.1,346,197,75,10,45,30,4,0.5,4,0,0,0,0,0,13000,8250,7000,4375,4000,3000
00146601,Barry University,2014,2013,Y,275,121,787,547,240,645,82,428,217,552,70.1,366,186,92,11.7,61,31,1,0.1,1,0,0,0,0,0,14250,11000,8000,6000,4000,3000
00146601,Barry University,2015,2014,Y,128,53,782,517,265,663,84.8,419,244,530,67.8,332,198,127,16.2,83,44,4,0.5,2,2,2,0.3,2,0,16000,12000,10000,6250,6000,3000
00146601,Barry University,2016,2015,Y,179,60,757,476,281,619,81.8,372,247,458,60.5,270,188,149,19.7,93,56,4,0.5,3,1,8,1.1,6,2,18000,13000,11000,6125,5500,3063
00146601,Barry University,2017,2016,Y,170,64,619,431,188,520,84,342,178,314,50.7,194,120,163,26.3,109,54,9,1.5,8,1,34,5.5,31,3,22000,17250,15000,9000,8500,3375
00146800,St. Thomas University (Florida),2011,2010,,,,733,733,0,310,42.3,310,,221,30.2,221,,87,11.9,87,,2,0.3,2,,0,0,0,,,,14000,,,
00146800,St. Thomas University (Florida),2012,2011,Y,153,104,719,719,0,259,36,259,,173,24.1,173,,84,11.7,84,,2,0.3,2,,0,0,0,,20000,,15000,,7500,
00146800,St. Thomas University (Florida),2013,2012,Y,81,45,678,678,0,209,30.8,209,,148,21.8,148,,60,8.8,60,,1,0.1,1,,0,0,0,,7500,,12000,,20000,
00146800,St. Thomas University (Florida),2014,2013,Y,142,69,659,623,36,289,43.9,289,0,217,32.9,217,0,69,10.5,69,0,3,0.5,3,0,0,0,0,0,5000,0,10000,0,18000,0
00146800,St. Thomas University (Florida),2015,2014,Y,130,28,643,601,42,299,46.5,299,0,220,34.2,220,0,79,12.3,79,0,0,0,0,0,0,0,0,0,20000,0,12000,0,6250,0
00146800,St. Thomas University (Florida),2016,2015,Y,121,52,630,592,38,337,53.5,337,0,238,37.8,238,0,99,15.7,99,0,0,0,0,0,0,0,0,0,20000,0,13000,0,8000,0
00146800,St. Thomas University (Florida),2017,2016,Y,89,32,591,573,18,347,58.7,347,0,245,41.5,245,0,99,16.8,99,0,3,0.5,3,0,0,0,0,0,22000,0,14758,0,8000,0
00148001,Florida A&M University,2011,2010,,,,669,458,211,39,5.8,31,8,20,3,19,1,2,0.3,2,0,17,2.5,10,7,0,0,0,0,,,4500,7562,,
00148001,Florida A&M University,2012,2011,N,,,701,509,192,66,9.4,59,7,48,6.8,43,5,12,1.7,10,2,6,0.9,6,0,0,0,0,0,10000,5000,6774,3000,2500,2000
00148001,Florida A&M University,2013,2012,N,,,655,473,182,80,12.2,72,8,62,9.5,56,6,9,1.4,8,1,6,0.9,5,1,3,0.5,3,0,5316,3500,3797,3500,2658,1500
00148001,Florida A&M University,2014,2013,N,,,521,361,160,85,16.3,71,14,58,11.1,47,11,22,4.2,20,2,2,0.4,2,0,3,0.6,2,1,9114,4750,5316,3250,3019,2250
00148001,Florida A&M University,2015,2014,Y,3,0,464,321,143,131,28.2,102,29,111,23.9,84,27,16,3.4,14,2,0,0,0,0,4,0.9,4,0,5000,3279,2279,2000,1519,1139
00148001,Florida A&M University,2016,2015,Y,1,0,467,312,155,97,20.8,80,17,70,15,57,13,22,4.7,18,4,0,0,0,0,5,1.1,5,0,7880,6086,5158,3038,2000,2000
00148001,Florida A&M University,2017,2016,Y,1,0,454,311,143,94,20.7,74,20,67,14.8,53,14,16,3.5,12,4,1,0.2,1,0,10,2.2,8,2,6000,5000,3038,3038,1833,1701
00148900,Florida State University,2011,2010,,,,779,779,0,322,41.3,322,,218,28,218,,88,11.3,88,,3,0.4,3,,13,1.7,13,,,,3500,,,
00148900,Florida State University,2012,2011,N,,,729,729,0,334,45.8,334,,228,31.3,228,,101,13.9,101,,2,0.3,2,,3,0.4,3,,10000,,2500,,1000,
00148900,Florida State University,2013,2012,N,,,698,658,40,314,45,314,0,205,29.4,205,0,104,14.9,104,0,1,0.1,1,0,4,0.6,4,0,12000,0,4000,0,1000,0
00148900,Florida State University,2014,2013,N,,,700,655,45,326,46.6,326,0,204,29.1,204,0,111,15.9,111,0,1,0.1,1,0,10,1.4,10,0,12000,0,5000,0,1000,0
00148900,Florida State University,2015,2014,N,,,644,614,30,355,55.1,355,0,254,39.4,254,0,100,15.5,100,0,0,0,0,0,1,0.2,1,0,13000,0,8500,0,1200,0
00148900,Florida State University,2016,2015,Y,1,0,598,565,33,356,59.5,356,0,177,29.6,177,0,154,25.8,154,0,9,1.5,9,0,16,2.7,16,0,15000,0,10500,0,5000,0
00148900,Florida State University,2017,2016,Y,1,0,576,537,39,400,69.4,400,0,176,30.6,176,0,183,31.8,183,0,18,3.1,18,0,23,4,23,0,16000,0,11500,0,2000,0
00150900,Nova Southeastern University,2011,2010,,,,1100,894,206,186,16.9,168,18,133,12.1,124,9,28,2.5,25,3,22,2,18,4,3,0.3,1,2,,,10000,7500,,
00150900,Nova Southeastern University,2012,2011,Y,41,15,1050,855,195,187,17.8,166,21,155,14.8,140,15,31,3,25,6,0,0,0,0,1,0.1,1,0,15000,12000,10000,8750,5326,7250
00150900,Nova Southeastern University,2013,2012,Y,120,37,1029,829,200,295,28.7,273,22,247,24,230,17,48,4.7,43,5,0,0,0,0,0,0,0,0,15000,10000,10000,7000,5000,1000
00150900,Nova Southeastern University,2014,2013,Y,73,19,929,726,203,330,35.5,303,27,292,31.4,265,27,38,4.1,38,0,0,0,0,0,0,0,0,0,15000,5000,10000,3500,5000,3500
00150900,Nova Southeastern University,2015,2014,Y,39,10,821,630,191,273,33.3,239,34,255,31.1,221,34,18,2.2,18,0,0,0,0,0,0,0,0,0,15000,5500,10000,3500,5000,3500
00150900,Nova Southeastern University,2016,2015,Y,66,15,750,563,187,200,26.7,172,28,183,24.4,155,28,17,2.3,17,0,0,0,0,0,0,0,0,0,15000,9000,10000,5000,5000,2500
00150900,Nova Southeastern University,2017,2016,Y,99,35,714,553,161,239,33.5,211,28,211,29.6,185,26,28,3.9,26,2,0,0,0,0,0,0,0,0,15000,10000,12000,7500,10000,5000
00153101,Stetson University,2011,2010,,,,1081,867,214,303,28,273,30,96,8.9,86,10,79,7.3,69,10,72,6.7,65,7,56,5.2,53,3,,,8395,5700,,
00153101,Stetson University,2012,2011,Y,14,0,1080,855,225,298,27.6,251,47,138,12.8,107,31,69,6.4,59,10,52,4.8,47,5,39,3.6,38,1,35146,14960,17574,5000,5400,3000
00153101,Stetson University,2013,2012,Y,13,0,1004,778,226,390,38.8,329,61,271,27,223,48,61,6.1,54,7,27,2.7,22,5,31,3.1,30,1,18600,10000,10000,7000,4755,4750
00153101,Stetson University,2014,2013,Y,35,0,927,701,226,417,45,353,64,286,30.9,237,49,79,8.5,69,10,23,2.5,19,4,29,3.1,28,1,21000,11000,10000,7500,5000,4800
00153101,Stetson University,2015,2014,Y,14,0,865,667,198,510,59,430,80,342,39.5,290,52,103,11.9,87,16,35,4,30,5,30,3.5,23,7,21730,15000,12000,8125,7000,4000
00153101,Stetson University,2016,2015,Y,7,0,836,672,164,544,65.1,468,76,364,43.5,312,52,127,15.2,113,14,30,3.6,27,3,23,2.8,16,7,22000,15803,13000,8947,6988,3500
00153101,Stetson University,2017,2016,Y,7,0,821,687,134,595,72.5,525,70,441,53.7,390,51,119,14.5,104,15,18,2.2,16,2,17,2.1,15,2,21000,16125,13405,8353,8000,5200
00153505,University of Florida,2011,2010,,,,1044,1044,0,257,24.6,257,,186,17.8,186,,69,6.6,69,,0,0,0,,2,0.2,2,,,,5000,,,
00153505,University of Florida,2012,2011,Y,68,1,976,976,0,298,30.5,298,,271,27.8,271,,27,2.8,27,,0,0,0,,0,0,0,,8000,,5200,,2000,
00153505,University of Florida,2013,2012,Y,99,3,960,960,0,390,40.6,390,,375,39.1,375,,13,1.4,13,,0,0,0,,2,0.2,2,,10000,,6000,,2050,
00153505,University of Florida,2014,2013,Y,0,0,944,944,0,442,46.8,442,,318,33.7,318,,111,11.8,111,,0,0,0,,13,1.4,13,,13133,,7500,,4000,
00153505,University of Florida,2015,2014,N,,,944,944,0,598,63.3,598,,425,45,425,,159,16.8,159,,0,0,0,,14,1.5,14,,13500,,7500,,4000,
00153505,University of Florida,2016,2015,N,,,961,961,0,554,57.6,554,,374,38.9,374,,165,17.2,165,,0,0,0,,15,1.6,15,,14500,,6400,,3000,
00153505,University of Florida,2017,2016,N,,,969,969,0,707,73,707,,434,44.8,434,0,242,25,242,,0,0,0,,31,3.2,31,,15419,,8000,,3000,
00153601,University of Miami,2011,2010,,,,1353,1334,19,437,32.3,437,0,176,13,176,0,243,18,243,0,1,0.1,1,0,17,1.3,17,0,,,23000,0,,
00153601,University of Miami,2012,2011,Y,116,44,1361,1290,71,481,35.3,481,0,218,16,218,0,245,18,245,0,4,0.3,4,0,14,1,14,0,24000,0,20000,0,10000,0
00153601,University of Miami,2013,2012,Y,98,28,1307,1282,25,452,34.6,452,0,298,22.8,298,0,141,10.8,141,0,3,0.2,3,0,10,0.8,10,0,18098,0,15753,0,9683,0
00153601,University of Miami,2014,2013,Y,162,40,1176,1142,34,405,34.4,405,0,176,15,176,0,204,17.3,204,0,25,2.1,25,0,0,0,0,0,27471,0,22333,0,13333,0
00153601,University of Miami,2015,2014,Y,145,12,1011,972,39,387,38.3,387,0,156,15.4,156,0,198,19.6,198,0,10,1,10,0,23,2.3,23,0,30000,0,25000,0,20000,0
00153601,University of Miami,2016,2015,Y,182,10,935,909,26,452,48.3,452,0,180,19.3,180,0,216,23.1,216,0,29,3.1,29,0,27,2.9,27,0,32000,0,28161,0,20000,0
00153601,University of Miami,2017,2016,Y,175,10,916,895,21,501,54.7,501,0,152,16.6,152,0,258,28.2,258,0,66,7.2,66,0,25,2.7,25,0,36000,0,30000,0,23000,0
00156400,Emory University,2011,2010,,,,792,792,0,553,69.8,553,,275,34.7,275,,261,33,261,,2,0.3,2,,15,1.9,15,,,,22000,,,
00156400,Emory University,2012,2011,Y,230,0,810,810,0,623,76.9,623,,398,49.1,398,,212,26.2,212,,0,0,0,,13,1.6,13,,25000,,20000,,15000,
00156400,Emory University,2013,2012,Y,229,0,813,813,0,651,80.1,651,,499,61.4,499,,142,17.5,142,,0,0,0,,10,1.2,10,,23000,,20000,,15000,
